Branch Plant,Global Bulk Item,Bulk Item,2nd Item Number,Lot Number,Lot Number1,Supplier Lot Number,On Hand Date,Expiration Date Month,TIME
CIN2,231350PX,231350PX.S,231350PX.S-PD,4559047,4559047,4559047,2025-05-21 00:00:00,2026-03-28 00:00:00,2026-07-14 00:00:00
CIN2,231350PX,231350PX.S,231350PX.S-PD,4559047,4559047,4559047,2025-10-30 00:00:00,2026-03-28 00:00:00,2026-07-14 00:00:00
CINC,241076CX,241076CX,241076CX,4542143,4542143,4542143,2024-04-23 00:00:00,2025-10-22 00:00:00,2026-07-14 00:00:00
SING,241083PX,241083PX.S,241083PX.S,4565166,4565166,"",2025-07-17 00:00:00,2026-07-17 00:00:00,2026-07-14 00:00:00
SING,241083PX,241083PX.S,241083PX.S,4580667,4580667,"",2026-05-12 00:00:00,2027-05-12 00:00:00,2026-07-14 00:00:00
SING,241083PX,241083PX.S,241083PX.S,4583534,4583534,"",2026-07-08 00:00:00,2027-07-08 00:00:00,2026-07-14 00:00:00
SNG4,241083PX,241083PX.S,241083PX.S-PL,4563941,4563941,,2025-08-21 00:00:00,2026-06-26 00:00:00,2026-07-14 00:00:00
SNG4,241083PX,241083PX.S,241083PX.S-PL,4563941,4563941,"",2025-08-21 00:00:00,2026-06-26 00:00:00,2026-07-14 00:00:00
SNG4,241083PX,241083PX.S,241083PX.S-PL,4563941,4563941,"",2025-08-25 00:00:00,2026-06-26 00:00:00,2026-07-14 00:00:00
SNG4,241083PX,241083PX.S,241083PX.S-PL,4563941,4563941,4563941,2025-06-26 00:00:00,2026-06-26 00:00:00,2026-07-14 00:00:00
SNG4,241083PX,241083PX.S,241083PX.S-PL,4563941,4563941,4563941,2025-08-21 00:00:00,2026-06-26 00:00:00,2026-07-14 00:00:00
CINC,241106FX,241106FX,241106FX,4560443,4560443,"",2025-04-23 00:00:00,2026-04-21 00:00:00,2026-07-14 00:00:00
CINC,241106FX,241106FX,241106FX,4560443,4560443,4560443,2025-04-21 00:00:00,2026-04-21 00:00:00,2026-07-14 00:00:00
CINC,241106FX,241106FX,241106FX,4572957,4572957,"",2025-12-15 00:00:00,2026-12-15 00:00:00,2026-07-14 00:00:00
CINC,241106FX,241106FX,241106FX,4573356,4573356,"",2025-12-19 00:00:00,2026-12-19 00:00:00,2026-07-14 00:00:00
CIN2,241106FX,241106FX,241106FX-FD,4561631,4561631,"",2025-05-28 00:00:00,2026-05-28 00:00:00,2026-07-14 00:00:00
CIN2,241106FX,241106FX,241106FX-FD,4561631,4561631,"",2025-05-29 00:00:00,2026-05-28 00:00:00,2026-07-14 00:00:00
CIN2,241106FX,241106FX,241106FX-FD,4561631,4561631,4561631,2025-05-29 00:00:00,2026-05-28 00:00:00,2026-07-14 00:00:00
CIN2,241106FX,241106FX,241106FX-FD,4561632,4561632,"",2025-05-22 00:00:00,2026-05-22 00:00:00,2026-07-14 00:00:00
CIN2,241106FX,241106FX,241106FX-FD,4561632,4561632,"",2025-05-23 00:00:00,2026-05-22 00:00:00,2026-07-14 00:00:00
CIN2,241106FX,241106FX,241106FX-FD,4561632,4561632,4561632,2025-05-23 00:00:00,2026-05-22 00:00:00,2026-07-14 00:00:00
CIN2,241106FX,241106FX,241106FX-FD,4561633,4561633,"",2025-05-23 00:00:00,2026-05-23 00:00:00,2026-07-14 00:00:00
CIN2,241106FX,241106FX,241106FX-FD,4561633,4561633,"",2025-05-27 00:00:00,2026-05-23 00:00:00,2026-07-14 00:00:00
CIN2,241106FX,241106FX,241106FX-FD,4561633,4561633,4561633,2025-05-27 00:00:00,2026-05-23 00:00:00,2026-07-14 00:00:00
CINC,241166FX,241166FX,241166FX-PL,4573336,4573336,"",2026-01-05 00:00:00,2027-01-05 00:00:00,2026-07-14 00:00:00
CIN2,241172NX,241172NX,241172NX,4559087,4559087,"",2025-03-31 00:00:00,2026-03-31 00:00:00,2026-07-14 00:00:00
CIN2,241172NX,241172NX,241172NX,4559087,4559087,4559087,2025-03-31 00:00:00,2026-03-31 00:00:00,2026-07-14 00:00:00
CIN2,241172NX,241172NX,241172NX,4559091,4559091,"",2025-03-31 00:00:00,2026-03-31 00:00:00,2026-07-14 00:00:00
CIN2,241172NX,241172NX,241172NX,4559091,4559091,4559091,2025-03-31 00:00:00,2026-03-31 00:00:00,2026-07-14 00:00:00
CIN2,241174NX,241174NX,241174NX,4558856,4558856,4558856,2025-04-02 00:00:00,2026-04-02 00:00:00,2026-07-14 00:00:00
CIN2,241174NX,241174NX,241174NX,4558856,4558856,4558856,2025-04-04 00:00:00,2026-04-02 00:00:00,2026-07-14 00:00:00
CIN2,241174NX,241174NX,241174NX-PL,4558197,4558197,"",2025-03-03 00:00:00,2026-03-03 00:00:00,2026-07-14 00:00:00
CIN2,241174NX,241174NX,241174NX-PL,4558197,4558197,4558197,2025-03-04 00:00:00,2026-03-03 00:00:00,2026-07-14 00:00:00
CIN2,241174NX,241174NX,241174NX-PL,4558856,4558856,4558856,2025-04-02 00:00:00,2026-04-02 00:00:00,2026-07-14 00:00:00
CIN2,241174NX,241174NX,241174NX-PL,4558856,4558856,4558856,2025-04-04 00:00:00,2026-04-02 00:00:00,2026-07-14 00:00:00
CIN2,241194PX,241194PX,241194PX-FD,4582258,4582258,"",2026-06-25 00:00:00,2027-06-25 00:00:00,2026-07-14 00:00:00
SING,241199PX,241199PX.S,241199PX.S,4569306,4569306,,2025-10-17 00:00:00,2026-10-13 00:00:00,2026-07-14 00:00:00
SING,241199PX,241199PX.S,241199PX.S,4569306,4569306,,2025-11-30 00:00:00,2026-10-13 00:00:00,2026-07-14 00:00:00
SING,241199PX,241199PX.S,241199PX.S,4569306,4569306,"",2025-10-17 00:00:00,2026-10-13 00:00:00,2026-07-14 00:00:00
SING,241199PX,241199PX.S,241199PX.S,4569306,4569306,"",2025-11-30 00:00:00,2026-10-13 00:00:00,2026-07-14 00:00:00
SING,241199PX,241199PX.S,241199PX.S,4569306,4569306,"",2025-12-29 00:00:00,2026-10-13 00:00:00,2026-07-14 00:00:00
SING,241199PX,241199PX.S,241199PX.S,4569306,4569306,4569306,2025-10-13 00:00:00,2026-10-13 00:00:00,2026-07-14 00:00:00
SING,241199PX,241199PX.S,241199PX.S,4572868,4572868,,2025-12-11 00:00:00,2026-12-11 00:00:00,2026-07-14 00:00:00
SING,241199PX,241199PX.S,241199PX.S,4572868,4572868,"",2025-12-11 00:00:00,2026-12-11 00:00:00,2026-07-14 00:00:00
SING,241199PX,241199PX.S,241199PX.S,4572868,4572868,4572868,2025-12-11 00:00:00,2026-12-11 00:00:00,2026-07-14 00:00:00
SING,241199PX,241199PX.S,241199PX.S,4582869,4582869,"",2026-06-19 00:00:00,2027-06-19 00:00:00,2026-07-14 00:00:00
CINC,241200FX,241200FX,241200FX,4568429,4568429,"",2025-09-18 00:00:00,2026-09-18 00:00:00,2026-07-14 00:00:00
CIN2,241202FX,241202FX,241202FX,4554359,4554359,"",2024-12-18 00:00:00,2025-12-18 00:00:00,2026-07-14 00:00:00
CIN2,241202FX,241202FX,241202FX,4554359,4554359,"",2024-12-19 00:00:00,2025-12-18 00:00:00,2026-07-14 00:00:00
CIN2,241202FX,241202FX,241202FX,4567625,4567625,"",2025-10-09 00:00:00,2026-10-08 00:00:00,2026-07-14 00:00:00
CIN2,241202FX,241202FX,241202FX,4567625,4567625,4567625,2025-10-08 00:00:00,2026-10-08 00:00:00,2026-07-14 00:00:00
MUM3,241253PX,241253PX.S,241253PX.S-PD,4551712,4551712,,2024-10-21 00:00:00,2025-04-19 00:00:00,2026-07-14 00:00:00
MUM3,241253PX,241253PX.S,241253PX.S-PD,4551712,4551712,"",2024-10-21 00:00:00,2025-04-19 00:00:00,2026-07-14 00:00:00
MUM3,241253PX,241253PX.S,241253PX.S-PD,4551712,4551712,4551712,2024-10-19 00:00:00,2025-04-19 00:00:00,2026-07-14 00:00:00
CIN2,241268PX,241268PX,241268PX,4562022,4562022,"",2025-06-02 00:00:00,2026-06-02 00:00:00,2026-07-14 00:00:00
CIN2,241268PX,241268PX,241268PX,4562022,4562022,4562022,2025-06-02 00:00:00,2026-06-02 00:00:00,2026-07-14 00:00:00
SING,241299NX,241299NX.S,241299NX.S,4573205,4573205,4573205,2025-12-18 00:00:00,2026-12-18 00:00:00,2026-07-14 00:00:00
CIN2,241323PX,241323PX,241323PX-T3,4561697,4561697,"",2025-05-12 00:00:00,2026-05-12 00:00:00,2026-07-14 00:00:00
CIN2,241323PX,241323PX,241323PX-T3,4561697,4561697,4561697,2025-05-13 00:00:00,2026-05-12 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4571127,4571127,,2025-11-16 00:00:00,2026-11-15 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4571127,4571127,"",2025-11-15 00:00:00,2026-11-15 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4571127,4571127,"",2025-11-16 00:00:00,2026-11-15 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4571127,4571127,"",2025-12-12 00:00:00,2026-11-15 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4575201,4575201,,2026-02-01 00:00:00,2027-01-31 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4575201,4575201,"",2026-01-31 00:00:00,2027-01-31 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4575201,4575201,"",2026-02-01 00:00:00,2027-01-31 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4575201,4575201,"",2026-02-26 00:00:00,2027-01-31 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4575201,4575201,"",2026-02-27 00:00:00,2027-01-31 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4577001,4577001,,2026-03-11 00:00:00,2027-03-10 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4577001,4577001,"",2026-03-10 00:00:00,2027-03-10 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4577001,4577001,"",2026-03-11 00:00:00,2027-03-10 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4577001,4577001,"",2026-04-03 00:00:00,2027-03-10 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4577007,4577007,,2026-03-13 00:00:00,2027-03-12 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4577007,4577007,"",2026-03-12 00:00:00,2027-03-12 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4577007,4577007,"",2026-03-13 00:00:00,2027-03-12 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4577007,4577007,"",2026-04-13 00:00:00,2027-03-12 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4577009,4577009,,2026-03-14 00:00:00,2027-03-13 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4577009,4577009,"",2026-03-13 00:00:00,2027-03-13 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4577009,4577009,"",2026-03-14 00:00:00,2027-03-13 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4577009,4577009,"",2026-04-13 00:00:00,2027-03-13 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4579262,4579262,,2026-04-23 00:00:00,2027-04-23 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4579262,4579262,"",2026-04-23 00:00:00,2027-04-23 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4579262,4579262,"",2026-07-13 00:00:00,2027-07-13 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4579264,4579264,,2026-04-25 00:00:00,2027-04-24 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4579264,4579264,"",2026-04-24 00:00:00,2027-04-24 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4579264,4579264,"",2026-04-25 00:00:00,2027-04-24 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4579264,4579264,"",2026-07-13 00:00:00,2027-07-13 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4579266,4579266,,2026-04-26 00:00:00,2027-04-26 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4579266,4579266,"",2026-04-26 00:00:00,2027-04-26 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4579334,4579334,,2026-04-27 00:00:00,2027-04-27 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4579334,4579334,"",2026-04-27 00:00:00,2027-04-27 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4579336,4579336,,2026-04-28 00:00:00,2027-04-28 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4579336,4579336,"",2026-04-28 00:00:00,2027-04-28 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4580704,4580704,,2026-05-17 00:00:00,2027-05-17 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4580704,4580704,"",2026-05-17 00:00:00,2027-05-17 00:00:00,2026-07-14 00:00:00
SING,241342PX,241342PX.S,241342PX.S,4580704,4580704,"",2026-06-17 00:00:00,2027-05-17 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4577001,4577001,,2026-03-11 00:00:00,2027-03-10 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4577001,4577001,"",2026-03-10 00:00:00,2027-03-10 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4577001,4577001,"",2026-03-11 00:00:00,2027-03-10 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4577001,4577001,"",2026-04-03 00:00:00,2027-03-10 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4577007,4577007,,2026-03-13 00:00:00,2027-03-12 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4577007,4577007,"",2026-03-12 00:00:00,2027-03-12 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4577007,4577007,"",2026-03-13 00:00:00,2027-03-12 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4577007,4577007,"",2026-04-13 00:00:00,2027-03-12 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4577009,4577009,,2026-03-14 00:00:00,2027-03-13 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4577009,4577009,"",2026-03-13 00:00:00,2027-03-13 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4577009,4577009,"",2026-03-14 00:00:00,2027-03-13 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4577009,4577009,"",2026-04-13 00:00:00,2027-03-13 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4577070,4577070,,2026-03-15 00:00:00,2027-03-14 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4577070,4577070,"",2026-03-14 00:00:00,2027-03-14 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4577070,4577070,"",2026-03-15 00:00:00,2027-03-14 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4577070,4577070,"",2026-04-13 00:00:00,2027-03-14 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579253,4579253,,2026-04-14 00:00:00,2027-04-13 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579253,4579253,"",2026-04-13 00:00:00,2027-04-13 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579253,4579253,"",2026-04-14 00:00:00,2027-04-13 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579253,4579253,"",2026-05-09 00:00:00,2027-04-13 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579255,4579255,,2026-04-16 00:00:00,2027-04-15 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579255,4579255,"",2026-04-15 00:00:00,2027-04-15 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579255,4579255,"",2026-04-16 00:00:00,2027-04-15 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579255,4579255,"",2026-05-09 00:00:00,2027-04-15 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579257,4579257,,2026-04-16 00:00:00,2027-04-16 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579257,4579257,"",2026-04-16 00:00:00,2027-04-16 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579257,4579257,"",2026-05-12 00:00:00,2027-04-16 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579259,4579259,,2026-04-18 00:00:00,2027-04-17 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579259,4579259,"",2026-04-17 00:00:00,2027-04-17 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579259,4579259,"",2026-04-18 00:00:00,2027-04-17 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579259,4579259,"",2026-05-12 00:00:00,2027-04-17 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579262,4579262,,2026-04-23 00:00:00,2027-04-23 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579262,4579262,"",2026-04-23 00:00:00,2027-04-23 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579262,4579262,"",2026-07-13 00:00:00,2027-07-13 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579264,4579264,,2026-04-25 00:00:00,2027-04-24 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579264,4579264,"",2026-04-24 00:00:00,2027-04-24 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579264,4579264,"",2026-04-25 00:00:00,2027-04-24 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579264,4579264,"",2026-07-13 00:00:00,2027-07-13 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579391,4579391,,2026-04-19 00:00:00,2027-04-18 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579391,4579391,"",2026-04-18 00:00:00,2027-04-18 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579391,4579391,"",2026-04-19 00:00:00,2027-04-18 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4579391,4579391,"",2026-05-19 00:00:00,2027-04-18 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4580701,4580701,,2026-05-16 00:00:00,2027-05-15 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4580701,4580701,"",2026-05-15 00:00:00,2027-05-15 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4580701,4580701,"",2026-05-16 00:00:00,2027-05-15 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4580701,4580701,"",2026-06-09 00:00:00,2027-05-15 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4580704,4580704,,2026-05-17 00:00:00,2027-05-17 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4580704,4580704,"",2026-05-17 00:00:00,2027-05-17 00:00:00,2026-07-14 00:00:00
SHAN,241342PX,241342PX.S,241342PX.S-TL,4580704,4580704,"",2026-06-17 00:00:00,2027-05-17 00:00:00,2026-07-14 00:00:00
SNG4,241342PX,241342PX.S,241342PX.S-TL,4579264,4579264,,2026-04-25 00:00:00,2027-04-24 00:00:00,2026-07-14 00:00:00
SNG4,241342PX,241342PX.S,241342PX.S-TL,4579264,4579264,"",2026-04-24 00:00:00,2027-04-24 00:00:00,2026-07-14 00:00:00
SNG4,241342PX,241342PX.S,241342PX.S-TL,4579264,4579264,"",2026-04-25 00:00:00,2027-04-24 00:00:00,2026-07-14 00:00:00
SNG4,241342PX,241342PX.S,241342PX.S-TL,4579264,4579264,"",2026-07-13 00:00:00,2027-07-13 00:00:00,2026-07-14 00:00:00
SNG4,241342PX,241342PX.S,241342PX.S-TL,4579266,4579266,,2026-04-26 00:00:00,2027-04-26 00:00:00,2026-07-14 00:00:00
SNG4,241342PX,241342PX.S,241342PX.S-TL,4579266,4579266,"",2026-04-26 00:00:00,2027-04-26 00:00:00,2026-07-14 00:00:00
SNG4,241342PX,241342PX.S,241342PX.S-TL,4579334,4579334,,2026-04-27 00:00:00,2027-04-27 00:00:00,2026-07-14 00:00:00
SNG4,241342PX,241342PX.S,241342PX.S-TL,4579334,4579334,"",2026-04-27 00:00:00,2027-04-27 00:00:00,2026-07-14 00:00:00
SNG4,241342PX,241342PX.S,241342PX.S-TL,4579336,4579336,,2026-04-28 00:00:00,2027-04-28 00:00:00,2026-07-14 00:00:00
SNG4,241342PX,241342PX.S,241342PX.S-TL,4579336,4579336,"",2026-04-28 00:00:00,2027-04-28 00:00:00,2026-07-14 00:00:00
SNG4,241342PX,241342PX.S,241342PX.S-TL,4580701,4580701,,2026-05-16 00:00:00,2027-05-15 00:00:00,2026-07-14 00:00:00
SNG4,241342PX,241342PX.S,241342PX.S-TL,4580701,4580701,"",2026-05-15 00:00:00,2027-05-15 00:00:00,2026-07-14 00:00:00
SNG4,241342PX,241342PX.S,241342PX.S-TL,4580701,4580701,"",2026-05-16 00:00:00,2027-05-15 00:00:00,2026-07-14 00:00:00
SNG4,241342PX,241342PX.S,241342PX.S-TL,4580701,4580701,"",2026-06-09 00:00:00,2027-05-15 00:00:00,2026-07-14 00:00:00
SNG4,241342PX,241342PX.S,241342PX.S-TL,4580704,4580704,,2026-05-17 00:00:00,2027-05-17 00:00:00,2026-07-14 00:00:00
SNG4,241342PX,241342PX.S,241342PX.S-TL,4580704,4580704,"",2026-05-17 00:00:00,2027-05-17 00:00:00,2026-07-14 00:00:00
SNG4,241342PX,241342PX.S,241342PX.S-TL,4580704,4580704,"",2026-06-17 00:00:00,2027-05-17 00:00:00,2026-07-14 00:00:00
CIN2,2427,2427,2427,4580995,4580995,"",2026-05-21 00:00:00,2027-05-21 00:00:00,2026-07-14 00:00:00
CIN2,24777,24777,24777,4580996,4580996,"",2026-05-26 00:00:00,2028-05-25 00:00:00,2026-07-14 00:00:00
CIN2,24777,24777,24777-FD,4580996,4580996,"",2026-05-26 00:00:00,2028-05-25 00:00:00,2026-07-14 00:00:00
SING,251014PX,251014PX.S,251014PX.S,4562613,4562613,,2025-06-02 00:00:00,2026-06-02 00:00:00,2026-07-14 00:00:00
SING,251014PX,251014PX.S,251014PX.S,4562613,4562613,,2025-07-24 00:00:00,2026-06-02 00:00:00,2026-07-14 00:00:00
SING,251014PX,251014PX.S,251014PX.S,4562613,4562613,"",2025-06-02 00:00:00,2026-06-02 00:00:00,2026-07-14 00:00:00
SING,251014PX,251014PX.S,251014PX.S,4562613,4562613,"",2025-07-24 00:00:00,2026-06-02 00:00:00,2026-07-14 00:00:00
SING,251014PX,251014PX.S,251014PX.S,4562613,4562613,4562613,2025-06-02 00:00:00,2026-06-02 00:00:00,2026-07-14 00:00:00
CINC,251041SX,251041SX,251041SX,4581524,4581524,"",2026-06-09 00:00:00,2028-06-08 00:00:00,2026-07-14 00:00:00
AUBA,251056PX,251056PX.E,251056PX.E,4581472,4581472,"",2026-05-28 00:00:00,2027-05-28 00:00:00,2026-07-14 00:00:00
AUBA,251056PX,251056PX.E,251056PX.E-PD,4581472,4581472,"",2026-05-28 00:00:00,2027-05-28 00:00:00,2026-07-14 00:00:00
SING,251056PX,251056PX.S,251056PX.S,4562402,4562402,"",2025-05-27 00:00:00,2026-05-27 00:00:00,2026-07-14 00:00:00
SING,251056PX,251056PX.S,251056PX.S,4572291,4572291,,2026-02-19 00:00:00,2026-11-27 00:00:00,2026-07-14 00:00:00
SING,251056PX,251056PX.S,251056PX.S,4572291,4572291,"",2026-02-19 00:00:00,2026-11-27 00:00:00,2026-07-14 00:00:00
SING,251056PX,251056PX.S,251056PX.S,4572291,4572291,4572291,2025-11-27 00:00:00,2026-11-27 00:00:00,2026-07-14 00:00:00
SING,251067CX,251067CX.S,251067CX.S,4575897,4575897,,2026-04-08 00:00:00,2027-02-09 00:00:00,2026-07-14 00:00:00
SING,251067CX,251067CX.S,251067CX.S,4575897,4575897,"",2026-02-09 00:00:00,2027-02-09 00:00:00,2026-07-14 00:00:00
SING,251067CX,251067CX.S,251067CX.S,4575897,4575897,"",2026-04-08 00:00:00,2027-02-09 00:00:00,2026-07-14 00:00:00
CIN2,251082SX,251082SX,251082SX,4579763,4579763,"",2026-04-21 00:00:00,2028-04-20 00:00:00,2026-07-14 00:00:00
CIN2,251082SX,251082SX,251082SX,4579764,4579764,"",2026-04-22 00:00:00,2028-04-21 00:00:00,2026-07-14 00:00:00
CIN2,251082SX,251082SX,251082SX,4579765,4579765,"",2026-04-23 00:00:00,2028-04-22 00:00:00,2026-07-14 00:00:00
CIN2,251092PX,251092PX,251092PX,4570664,4570664,"",2025-10-30 00:00:00,2026-10-30 00:00:00,2026-07-14 00:00:00
CIN2,251092PX,251092PX,251092PX,4570664,4570664,"",2025-10-31 00:00:00,2026-10-30 00:00:00,2026-07-14 00:00:00
CIN2,251095NX,251095NX,251095NX,4580285,4580285,"",2026-04-30 00:00:00,2027-04-30 00:00:00,2026-07-14 00:00:00
CIN2,251095NX,251095NX,251095NX,4580285,4580285,"",2026-05-04 00:00:00,2027-04-30 00:00:00,2026-07-14 00:00:00
CIN2,251095NX,251095NX,251095NX-PL,4580285,4580285,"",2026-04-30 00:00:00,2027-04-30 00:00:00,2026-07-14 00:00:00
CIN2,251095NX,251095NX,251095NX-PL,4580285,4580285,"",2026-05-04 00:00:00,2027-04-30 00:00:00,2026-07-14 00:00:00
AUBA,251095NX,251095NX.E,251095NX.E,4583770,4583770,"",2026-07-09 00:00:00,2027-07-09 00:00:00,2026-07-14 00:00:00
SING,251095NX,251095NX.S,251095NX.S,4576032,4576032,,2026-02-12 00:00:00,2027-02-11 00:00:00,2026-07-14 00:00:00
