Branch Plant,Global Bulk Item,Bulk Item,2nd Item Number,Commodity Class,Sub Class,Master Planning Family,Safety Stock,Shelf Life,Stock Type,GL Category,Leadtime Level,Leadtime MFG,Location,Lot Number,Status,Quantity On Hand,Primary UOM,Hard Commit,A1 Cost,B1 Cost,C1 Cost,C2 Cost,Lot Number1,Supplier Lot Number,On Hand Date,Expiration Date Month,TIME
CIN2,SMAX3LS,SMAX3LS,SMAX3LS,"","",FRC,2200,365,D,IN32,1,36,G30,4575013,"",4027,LB,0,$5161,$341,$1045,$936,4575013,"",2026-01-29 00:00:00,2027-01-29 00:00:00,2026-07-14 00:00:00
CIN2,SMAX3LS,SMAX3LS,SMAX3LS,"","",FRC,2200,365,D,IN32,1,36,G38,4577765,"",11642,LB,0,$14919,$985,$3022,$2707,4577765,"",2026-03-18 00:00:00,2027-03-18 00:00:00,2026-07-14 00:00:00
CIN2,SODBEN,SODBEN,SODBEN,ADD,AIO,RCB,2600,730,P,IN30,60,67,F15,619232,"",8818,LB,0,$12697,$0,$0,$0,619232,2604280000001001,2026-06-08 00:00:00,2027-12-13 00:00:00,2026-07-14 00:00:00
CIN2,SODBEN,SODBEN,SODBEN,ADD,AIO,RCB,2600,730,P,IN30,60,67,G34,607993,P,50,LB,0,$72,$0,$0,$0,607993,KASBD39226,2024-02-07 00:00:00,2026-02-06 00:00:00,2026-07-14 00:00:00
CIN2,SODBEN,SODBEN,SODBEN,ADD,AIO,RCB,2600,730,P,IN30,60,67,G34,618607,"",89,LB,0,$128,$0,$0,$0,618607,2509160000001053,2026-04-20 00:00:00,2027-06-17 00:00:00,2026-07-14 00:00:00
CIN2,SODBEN,SODBEN,SODBEN,ADD,AIO,RCB,2600,730,P,IN30,60,67,G34A,618607,"",1,LB,0,$1,$0,$0,$0,618607,2509160000001053,2026-04-20 00:00:00,2027-06-17 00:00:00,2026-07-14 00:00:00
CIN2,SODBEN,SODBEN,SODBEN,ADD,AIO,RCB,2600,730,P,IN30,60,67,G37,617030,"",1066,LB,0,$1535,$0,$0,$0,617030,20240715A,2025-12-29 00:00:00,2026-07-14 00:00:00,2026-07-14 00:00:00
CIN2,SODBEN,SODBEN,SODBEN,ADD,AIO,RCB,2600,730,P,IN30,60,67,G37,618268,"",2194,LB,0,$3159,$0,$0,$0,618268,20240730B,2026-03-31 00:00:00,2026-07-29 00:00:00,2026-07-14 00:00:00
CINC,SODBEN,SODBEN,SODBEN,ADD,AIO,RCB,0,730,P,IN30,60,67,D0702A04,617030,"",55,LB,0,$79,$0,$0,$0,617030,20240715A,2025-12-29 00:00:00,2026-07-14 00:00:00,2026-07-14 00:00:00
AUBA,SODHPMH,SODHPMH.E,SODHPMH.E,NOC,NOC,RRC,0,730,P,IN30,30,0,AAG010205,604012,E,14,KG,0,$194,$0,$0,$0,604012,4892208151C,2023-03-16 00:00:00,2025-06-25 00:00:00,2026-07-14 00:00:00
CIN2,SODHYC,SODHYC,SODHYC,NEU,NAF,RRC,500,30,P,IN21,7,14,G26,619581,"",2000,LB,0,$660,$0,$0,$0,619581,2607060000001010,2026-07-07 00:00:00,2026-08-05 00:00:00,2026-07-14 00:00:00
CIN2,SODMET,SODMET,SODMET,ADD,AIO,RRC,0,730,P,IN30,56,63,F51,619584,"",2200,LB,0,$1936,$0,$0,$0,619584,07C6,2026-07-07 00:00:00,2028-02-14 00:00:00,2026-07-14 00:00:00
CINC,SODMET,SODMET,SODMET,ADD,AIO,RRC,2850,730,P,IN30,1,63,A0310,616146,"",32,LB,0,$28,$0,$0,$0,616146,19C5,2025-10-15 00:00:00,2027-05-05 00:00:00,2026-07-14 00:00:00
CINC,SODMET,SODMET,SODMET,ADD,AIO,RRC,2850,730,P,IN30,1,63,C0511,619190,"",2333,LB,0,$2053,$0,$0,$0,619190,07C6,2026-06-04 00:00:00,2028-02-09 00:00:00,2026-07-14 00:00:00
CINC,SODMET,SODMET,SODMET,ADD,AIO,RRC,2850,730,P,IN30,1,63,C18,618632,"",1,LB,0,$1,$0,$0,$0,618632,07C6,2026-04-21 00:00:00,2028-02-09 00:00:00,2026-07-14 00:00:00
CINC,SODMET,SODMET,SODMET,ADD,AIO,RRC,2850,730,P,IN30,1,63,D0901A06,617334,"",612,LB,0,$539,$0,$0,$0,617334,19C5,2026-01-20 00:00:00,2027-05-05 00:00:00,2026-07-14 00:00:00
CINC,SODMET,SODMET,SODMET,ADD,AIO,RRC,2850,730,P,IN30,1,63,D0901C05,618850,"",18,LB,0,$16,$0,$0,$0,618850,07C6,2026-05-06 00:00:00,2028-02-09 00:00:00,2026-07-14 00:00:00
AUBA,SODMET,SODMET.E,SODMET.E,ADD,AIO,RRC,150,730,P,IN30,40,0,ACD0104,618859,"",79,KG,0,$88,$0,$0,$0,618859,26/2049,2026-05-07 00:00:00,2028-01-21 00:00:00,2026-07-14 00:00:00
AUBA,SODMET,SODMET.E,SODMET.E,ADD,AIO,RRC,150,730,P,IN30,40,0,ACD0104,619351,"",300,KG,0,$335,$0,$0,$0,619351,26/2049,2026-06-18 00:00:00,2028-01-21 00:00:00,2026-07-14 00:00:00
SING,SODMET,SODMET.S,SODMET.S,ADD,AIO,RRC,0,730,P,IN30,3,18,RM1,619388,"",272,KG,0,$245,$0,$0,$0,619388,UC29,2026-06-22 00:00:00,2028-03-28 00:00:00,2026-07-14 00:00:00
CIN2,SOFTAK126,SOFTAK126,SOFTAK126,"","",FCB,0,180,U,IN32,1,4,F52,4565059,P,2398,LB,0,$4317,$33,$53,$87,4565059,"",2025-07-17 00:00:00,2026-01-13 00:00:00,2026-07-14 00:00:00
CIN2,SOFTAK126,SOFTAK126,SOFTAK126,"","",FCB,0,180,U,IN32,1,4,F52,4572179,P,6988,LB,0,$12580,$95,$153,$252,4572179,"",2025-12-03 00:00:00,2026-06-01 00:00:00,2026-07-14 00:00:00
CIN2,SOFTAK126,SOFTAK126,SOFTAK126,"","",FCB,0,180,U,IN32,1,4,G30,4572754,P,737,LB,0,$1327,$10,$16,$27,4572754,"",2025-12-08 00:00:00,2026-06-03 00:00:00,2026-07-14 00:00:00
CIN2,SOFTAK126,SOFTAK126,SOFTAK126,"","",FCB,0,180,U,IN32,1,4,G30,4572754,P,737,LB,0,$1327,$10,$16,$27,4572754,"",2025-12-17 00:00:00,2026-06-03 00:00:00,2026-07-14 00:00:00
CIN2,SOFTAK126,SOFTAK126,SOFTAK126,"","",FCB,0,180,U,IN32,1,4,G30,4572754,P,737,LB,0,$1327,$10,$16,$27,4572754,"",2026-03-03 00:00:00,2026-06-03 00:00:00,2026-07-14 00:00:00
CIN2,SOFTAK126,SOFTAK126,SOFTAK126,"","",FCB,0,180,U,IN32,1,4,G30,4572754,P,737,LB,0,$1327,$10,$16,$27,4572754,4572754,2025-12-05 00:00:00,2026-06-03 00:00:00,2026-07-14 00:00:00
AUBA,SOK110S,SOK110S.E,SOK110S.E,POL,POT,RCB,0,180,P,IN30,50,0,ACD0206,619628,"",130,KG,0,$381,$0,$0,$0,619628,91438736W0,2026-07-10 00:00:00,2027-08-30 00:00:00,2026-07-14 00:00:00
AUBA,SOK80S,SOK80S.E,SOK80S.E,ACR,ACR,RRC,0,730,P,IN30,20,0,ACD0306,609698,E,40,KG,0,$80,$0,$0,$0,609698,26934724U0,2024-06-12 00:00:00,2025-03-07 00:00:00,2026-07-14 00:00:00
AUBA,SOK80S,SOK80S.E,SOK80S.E,ACR,ACR,RRC,0,730,P,IN30,20,0,ACD0306,609965,E,130,KG,0,$260,$0,$0,$0,609965,26934724U0,2024-07-01 00:00:00,2025-01-19 00:00:00,2026-07-14 00:00:00
CINC,SPAN60,SPAN60,SPAN60,SUR,SOT,REC,0,1095,P,IN30,1,37,D0211,618127,"",37,LB,0,$119,$0,$0,$0,618127,A6422748,2026-03-20 00:00:00,2029-01-20 00:00:00,2026-07-14 00:00:00
CINC,SPAN60,SPAN60,SPAN60,SUR,SOT,REC,0,1095,P,IN30,1,37,D0211,618665,"",792,LB,0,$2546,$0,$0,$0,618665,A6422748,2026-04-23 00:00:00,2029-01-20 00:00:00,2026-07-14 00:00:00
CINC,SPAN60,SPAN60,SPAN60,SUR,SOT,REC,0,1095,P,IN30,1,37,D0211,619385,"",1584,LB,0,$5092,$0,$0,$0,619385,C6422873,2026-06-19 00:00:00,2029-03-03 00:00:00,2026-07-14 00:00:00
CINC,SPAN60,SPAN60,SPAN60,SUR,SOT,REC,0,1095,P,IN30,1,37,D0304C12,619385,"",396,LB,0,$1273,$0,$0,$0,619385,C6422873,2026-06-19 00:00:00,2029-03-03 00:00:00,2026-07-14 00:00:00
CINC,SPAN60,SPAN60,SPAN60,SUR,SOT,REC,0,1095,P,IN30,1,37,D0306B13,619261,"",316,LB,0,$1016,$0,$0,$0,619261,C6422873,2026-06-09 00:00:00,2029-03-03 00:00:00,2026-07-14 00:00:00
CINC,SPAN60,SPAN60,SPAN60,SUR,SOT,REC,0,1095,P,IN30,1,37,D0307C07,619527,"",792,LB,0,$2546,$0,$0,$0,619527,C6422873,2026-07-01 00:00:00,2029-03-03 00:00:00,2026-07-14 00:00:00
AUB2,SPAN60,SPAN60.E,SPAN60.E,SUR,SNI,REC,0,730,P,IN30,60,0,JOST,618017,"",1200,KG,0,$5364,$0,$0,$0,618017,0002570364,2026-03-13 00:00:00,2028-02-16 00:00:00,2026-07-14 00:00:00
AUBA,SPAN60,SPAN60.E,SPAN60.E,SUR,SNI,REC,0,730,P,IN30,60,0,ACD13,613319,"",165,KG,0,$736,$0,$0,$0,613319,0002368085,2025-03-06 00:00:00,2026-10-13 00:00:00,2026-07-14 00:00:00
SING,SPAN60,SPAN60.S,SPAN60.S,SUR,SNI,REC,0,730,P,IN30,112,18,C04,27001306,"",538,KG,0,$1872,$0,$0,$0,27001306,61364,2026-06-19 00:00:00,2028-05-11 00:00:00,2026-07-14 00:00:00
SNG4,SPAN60,SPAN60.S,SPAN60.S,SUR,SNI,REC,700,730,P,IN30,112,18,"",27001306,"",1400,KG,0,$4872,$0,$0,$0,27001306,61364,2026-06-19 00:00:00,2028-05-11 00:00:00,2026-07-14 00:00:00
AUBA,SPRAY30,SPRAY30.E,SPRAY30.E,SYN,FIS,RCB,0,7300,P,IN30,30,0,ACD10,619437,"",525,KG,0,$1995,$0,$0,$0,619437,2511W10007,2026-06-24 00:00:00,2045-11-15 00:00:00,2026-07-14 00:00:00
SING,SPRAY30,SPRAY30.S,SPRAY30.S,SYN,MIC,RCB,0,7300,P,IN30,104,18,A01,27001052,"",12,KG,0,$45,$0,$0,$0,27001052,2501W10006,2026-03-04 00:00:00,2045-01-20 00:00:00,2026-07-14 00:00:00
SING,SPRAY30,SPRAY30.S,SPRAY30.S,SYN,MIC,RCB,0,7300,P,IN30,104,18,B02,27001052,"",105,KG,0,$395,$0,$0,$0,27001052,2501W10006,2026-03-04 00:00:00,2045-01-20 00:00:00,2026-07-14 00:00:00
SING,SPRAY30,SPRAY30.S,SPRAY30.S,SYN,MIC,RCB,0,7300,P,IN30,104,18,B03,27001052,"",523,KG,0,$1967,$0,$0,$0,27001052,2501W10006,2026-03-04 00:00:00,2045-01-20 00:00:00,2026-07-14 00:00:00
SNG4,SPRAY30,SPRAY30.S,SPRAY30.S,SYN,MIC,RCB,2100,7300,P,IN30,104,18,"",27001052,"",525,KG,0,$1974,$0,$0,$0,27001052,2501W10006,2026-03-04 00:00:00,2045-01-20 00:00:00,2026-07-14 00:00:00
SNG4,SPRAY30,SPRAY30.S,SPRAY30.S,SYN,MIC,RCB,2100,7300,P,IN30,104,18,"",27001317,"",7350,KG,0,$27636,$0,$0,$0,27001317,2512W10007,2026-06-26 00:00:00,2045-12-18 00:00:00,2026-07-14 00:00:00
SNG4,SPRAY30,SPRAY30.S,SPRAY30.S,SYN,MIC,RCB,2100,7300,P,IN30,104,18,"",27001319,"",3150,KG,0,$11844,$0,$0,$0,27001319,2510W10006,2026-06-26 00:00:00,2045-10-18 00:00:00,2026-07-14 00:00:00
AUBA,ST126L,ST126L.E,ST126L.E,"",L,FCB,0,365,M,IN32,1,55,ADG08,4578386,"",442,KG,0,$1587,$168,$315,$519,4578386,"",2026-04-07 00:00:00,2027-04-07 00:00:00,2026-07-14 00:00:00
AUBA,ST126L,ST126L.E,ST126L.E,"",L,FCB,0,365,M,IN32,1,55,ADG08,4578386,"",442,KG,0,$1587,$168,$315,$519,4578386,"",2026-06-23 00:00:00,2027-04-07 00:00:00,2026-07-14 00:00:00
AUBA,ST126L,ST126L.E,ST126L.E,"",L,FCB,0,365,M,IN32,1,55,ADG08,4578386,"",442,KG,0,$1587,$168,$315,$519,4578386,"",2026-07-08 00:00:00,2027-04-07 00:00:00,2026-07-14 00:00:00
MUM3,ST126L,ST126L.E,ST126L.E-PL,"",L,FCB,0,365,P,IN32,42,10,10780,4578386,"",36,KG,0,$17563,$0,$0,$0,4578386,"",2026-04-07 00:00:00,2027-04-07 00:00:00,2026-07-14 00:00:00
MUM3,ST126L,ST126L.E,ST126L.E-PL,"",L,FCB,0,365,P,IN32,42,10,10780,4578386,"",36,KG,0,$17563,$0,$0,$0,4578386,"",2026-06-23 00:00:00,2027-04-07 00:00:00,2026-07-14 00:00:00
MUM3,ST126L,ST126L.E,ST126L.E-PL,"",L,FCB,0,365,P,IN32,42,10,10780,4578386,"",36,KG,0,$17563,$0,$0,$0,4578386,"",2026-07-08 00:00:00,2027-04-07 00:00:00,2026-07-14 00:00:00
CIN2,ST130,ST130,ST130,"",ACR,FCB,0,180,M,IN32,1,6,G32,4583687,"",535,LB,0,$895,$32,$52,$85,4583687,"",2026-07-09 00:00:00,2027-01-05 00:00:00,2026-07-14 00:00:00
CIN2,ST130,ST130,ST130,"",ACR,FCB,0,180,M,IN32,1,6,G32,4583687,"",535,LB,0,$895,$32,$52,$85,4583687,"",2026-07-10 00:00:00,2027-01-05 00:00:00,2026-07-14 00:00:00
CIN2,ST130,ST130,ST130-T3,"",ACR,FCB,27000,180,S,IN32,1,6,F1,4583687,"",5400,LB,5400,$9380,$348,$537,$863,4583687,"",2026-07-09 00:00:00,2027-01-05 00:00:00,2026-07-14 00:00:00
CIN2,ST130,ST130,ST130-T3,"",ACR,FCB,27000,180,S,IN32,1,6,F1,4583687,"",5400,LB,5400,$9380,$348,$537,$863,4583687,"",2026-07-10 00:00:00,2027-01-05 00:00:00,2026-07-14 00:00:00
CIN2,ST130,ST130,ST130-T3,"",ACR,FCB,27000,180,S,IN32,1,6,F13,4583687,"",2700,LB,0,$4690,$174,$268,$431,4583687,"",2026-07-09 00:00:00,2027-01-05 00:00:00,2026-07-14 00:00:00
CIN2,ST130,ST130,ST130-T3,"",ACR,FCB,27000,180,S,IN32,1,6,F13,4583687,"",2700,LB,0,$4690,$174,$268,$431,4583687,"",2026-07-10 00:00:00,2027-01-05 00:00:00,2026-07-14 00:00:00
CIN2,ST201,ST201,ST201,"",L,FCB,0,720,M,IN32,1,4,G2884,4583823,"",12450,LB,0,$6087,$1129,$1814,$2986,4583823,"",2026-07-13 00:00:00,2028-07-02 00:00:00,2026-07-14 00:00:00
CIN2,ST201,ST201,ST201-FD,"",L,FCB,25000,720,S,IN32,1,4,F10,4573197,"",500,LB,0,$283,$57,$81,$123,4573197,"",2026-01-02 00:00:00,2027-12-23 00:00:00,2026-07-14 00:00:00
CIN2,ST201,ST201,ST201-FD,"",L,FCB,25000,720,S,IN32,1,4,F10,4573197,"",500,LB,0,$283,$57,$81,$123,4573197,"",2026-01-06 00:00:00,2027-12-23 00:00:00,2026-07-14 00:00:00
CIN2,ST201,ST201,ST201-FD,"",L,FCB,25000,720,S,IN32,1,4,F10,4583289,"",3500,LB,0,$1983,$401,$567,$860,4583289,"",2026-07-01 00:00:00,2028-06-20 00:00:00,2026-07-14 00:00:00
CIN2,ST201,ST201,ST201-FD,"",L,FCB,25000,720,S,IN32,1,4,F10,4583289,"",3500,LB,0,$1983,$401,$567,$860,4583289,"",2026-07-02 00:00:00,2028-06-20 00:00:00,2026-07-14 00:00:00
CIN2,ST201,ST201,ST201-FD,"",L,FCB,25000,720,S,IN32,1,4,F11,4577248,"",10000,LB,0,$5666,$1147,$1620,$2456,4577248,"",2026-03-24 00:00:00,2028-03-13 00:00:00,2026-07-14 00:00:00
CIN2,ST201,ST201,ST201-FD,"",L,FCB,25000,720,S,IN32,1,4,F11,4577248,"",10000,LB,0,$5666,$1147,$1620,$2456,4577248,"",2026-03-26 00:00:00,2028-03-13 00:00:00,2026-07-14 00:00:00
CIN2,ST201,ST201,ST201-FD,"",L,FCB,25000,720,S,IN32,1,4,F7,4582203,"",4000,LB,0,$2266,$459,$648,$982,4582203,"",2026-06-04 00:00:00,2028-05-24 00:00:00,2026-07-14 00:00:00
CIN2,ST201,ST201,ST201-FD,"",L,FCB,25000,720,S,IN32,1,4,F7,4582203,"",4000,LB,0,$2266,$459,$648,$982,4582203,"",2026-06-05 00:00:00,2028-05-24 00:00:00,2026-07-14 00:00:00
CIN2,ST201,ST201,ST201-FD,"",L,FCB,25000,720,S,IN32,1,4,F9,4573197,"",500,LB,0,$283,$57,$81,$123,4573197,"",2026-01-02 00:00:00,2027-12-23 00:00:00,2026-07-14 00:00:00
CIN2,ST201,ST201,ST201-FD,"",L,FCB,25000,720,S,IN32,1,4,F9,4573197,"",500,LB,0,$283,$57,$81,$123,4573197,"",2026-01-06 00:00:00,2027-12-23 00:00:00,2026-07-14 00:00:00
AUBA,ST2637,ST2637.E,ST2637.E,"",PSB,FCB,0,180,M,IN32,1,10,ACD01,4581744,"",370,KG,0,$654,$34,$63,$104,4581744,"",2026-06-10 00:00:00,2026-12-07 00:00:00,2026-07-14 00:00:00
CIN2,ST285,ST285,ST285,"",ACR,FCB,0,365,M,IN32,1,6,G210101,4583689,"",25,LB,0,$21,$2,$2,$4,4583689,"",2026-07-07 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CIN2,ST285,ST285,ST285,"",ACR,FCB,0,365,M,IN32,1,6,G210101,4583689,"",25,LB,0,$21,$2,$2,$4,4583689,"",2026-07-08 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CIN2,ST285,ST285,ST285-T2,"",ACR,FCB,28600,365,S,IN32,1,6,F1,4583689,"",4400,LB,4400,$4019,$288,$440,$704,4583689,"",2026-07-07 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CIN2,ST285,ST285,ST285-T2,"",ACR,FCB,28600,365,S,IN32,1,6,F1,4583689,"",4400,LB,4400,$4019,$288,$440,$704,4583689,"",2026-07-08 00:00:00,2027-07-07 00:00:00,2026-07-14 00:00:00
CIN2,ST865,ST865,ST865,"",ACR,FCB,0,365,M,IN32,1,6,G41,4575401,"",83,LB,0,$69,$7,$8,$13,4575401,"",2026-02-07 00:00:00,2027-02-07 00:00:00,2026-07-14 00:00:00
CIN2,ST865,ST865,ST865,"",ACR,FCB,0,365,M,IN32,1,6,G41,4575401,"",83,LB,0,$69,$7,$8,$13,4575401,"",2026-02-09 00:00:00,2027-02-07 00:00:00,2026-07-14 00:00:00
AUBA,STEAR12,STEAR12.E,STEAR12.E,SUR,SOT,REC,0,730,P,IN30,35,0,ACD13,616865,"",723,KG,0,$1359,$0,$0,$0,616865,EB30000164,2025-12-16 00:00:00,2027-12-16 00:00:00,2026-07-14 00:00:00
CIN2,STEARIC,STEARIC,STEARIC,SUR,SAN,REC,0,548,P,IN30,100,107,F45,619588,"",2250,LB,0,$4298,$0,$0,$0,619588,612802,2026-07-07 00:00:00,2027-11-08 00:00:00,2026-07-14 00:00:00
CINC,STEARIC,STEARIC,STEARIC,SUR,SAN,REC,4600,548,P,IN30,1,107,D0211,618195,"",843,LB,0,$1609,$0,$0,$0,618195,604810,2026-03-25 00:00:00,2027-08-17 00:00:00,2026-07-14 00:00:00
CINC,STEARIC,STEARIC,STEARIC,SUR,SAN,REC,4600,548,P,IN30,1,107,D0308A08,618847,"",2250,LB,0,$4298,$0,$0,$0,618847,604810,2026-05-06 00:00:00,2027-08-17 00:00:00,2026-07-14 00:00:00
CINC,STEARIC,STEARIC,STEARIC,SUR,SAN,REC,4600,548,P,IN30,1,107,D0308C09,618847,"",2250,LB,0,$4298,$0,$0,$0,618847,604810,2026-05-06 00:00:00,2027-08-17 00:00:00,2026-07-14 00:00:00
SING,STEARIC,STEARIC.S,STEARIC.S,SUR,SAN,REC,0,730,P,IN30,3,18,INCOMING,619508,"",667,KG,0,$1267,$0,$0,$0,619508,5516DA5689,2026-06-30 00:00:00,2028-01-27 00:00:00,2026-07-14 00:00:00
CIN2,SU420,SU420,SU420,WET,WAO,RCB,200,1825,P,IN30,70,77,F18,610929,B,240,LB,0,$2433,$0,$0,$0,610929,UR24523761,2024-09-06 00:00:00,2029-04-26 00:00:00,2026-07-14 00:00:00
CIN2,SU420,SU420,SU420,WET,WAO,RCB,200,1825,P,IN30,70,77,G360109A,618745,"",370,LB,0,$3756,$0,$0,$0,618745,UR24B25467,2026-04-28 00:00:00,2029-11-03 00:00:00,2026-07-14 00:00:00
CIN2,SU420,SU420,SU420,WET,WAO,RCB,200,1825,P,IN30,70,77,G360109A,618746,"",419,LB,0,$4247,$0,$0,$0,618746,UR24B25467,2026-04-28 00:00:00,2029-11-03 00:00:00,2026-07-14 00:00:00
SING,SUACID8,SUACID8.S,SUACID8.S,NEU,NAF,REC,50,720,P,IN30,17,18,RM1,618818,"",8,KG,0,$13,$0,$0,$0,618818,534230426,2026-05-05 00:00:00,2027-04-30 00:00:00,2026-07-14 00:00:00
SING,SUACID8,SUACID8.S,SUACID8.S,NEU,NAF,REC,50,720,P,IN30,17,18,RM1,619509,"",200,KG,0,$350,$0,$0,$0,619509,708250626,2026-06-30 00:00:00,2027-06-26 00:00:00,2026-07-14 00:00:00
CIN2,SUNSPRED482,SUNSPRED482,SUNSPRED482,ADD,PGM,RCB,0,720,P,IN30,60,67,F18,615490,Q,768,LB,0,$3064,$0,$0,$0,615490,AESG001C,2025-08-22 00:00:00,2025-12-30 00:00:00,2026-07-14 00:00:00
CIN2,SUNSPRED482,SUNSPRED482,SUNSPRED482,ADD,PGM,RCB,0,720,P,IN30,60,67,F26,619576,Q,22500,LB,0,$89775,$0,$0,$0,619576,AEUF0087,2026-07-06 00:00:00,2028-06-25 00:00:00,2026-07-14 00:00:00
CINC,SUNSPRED482,SUNSPRED482,SUNSPRED482,ADD,PGM,RCB,0,720,P,IN30,60,67,D0211,615491,"",2009,LB,0,$8016,$0,$0,$0,615491,AETG00CA,2025-08-22 00:00:00,2027-07-16 00:00:00,2026-07-14 00:00:00
CIN2,SURF440,SURF440,SURF440,SUR,SNI,RCB,162,1825,P,IN30,70,77,G37,616093,"",14,LB,0,$136,$0,$0,$0,616093,UR25526855,2025-10-09 00:00:00,2030-04-26 00:00:00,2026-07-14 00:00:00
CIN2,SURF440,SURF440,SURF440,SUR,SNI,RCB,162,1825,P,IN30,70,77,G37,618755,"",441,LB,0,$4302,$0,$0,$0,618755,UR25927604,2026-04-29 00:00:00,2030-08-19 00:00:00,2026-07-14 00:00:00
SING,SURF440,SURF440.S,SURF440.S,SUR,SNI,RCB,6,720,P,IN30,134,18,A01,27000862,"",30,KG,0,$862,$0,$0,$0,27000862,614280,2025-11-25 00:00:00,2027-11-15 00:00:00,2026-07-14 00:00:00
CIN2,SURF465,SURF465,SURF465,SUR,SNI,RCB,76,1825,P,IN30,70,77,G22,600581,"",25,LB,0,$221,$0,$0,$0,600581,UR22317351,2022-07-11 00:00:00,2027-03-22 00:00:00,2026-07-14 00:00:00
CIN2,SURF465,SURF465,SURF465,SUR,SNI,RCB,76,1825,P,IN30,70,77,G34A,600581,"",34,LB,0,$303,$0,$0,$0,600581,UR22317351,2022-07-11 00:00:00,2027-03-22 00:00:00,2026-07-14 00:00:00
CIN2,SURF465,SURF465,SURF465,SUR,SNI,RCB,76,1825,P,IN30,70,77,G360108A,600581,"",747,LB,0,$6661,$0,$0,$0,600581,UR22317351,2022-07-11 00:00:00,2027-03-22 00:00:00,2026-07-14 00:00:00
AUBA,SURF465,SURF465.E,SURF465.E,SUR,SNI,RCB,0,1825,P,IN30,50,0,ACD0108,611249,"",35,KG,0,$1126,$0,$0,$0,611249,UR24423078,2024-10-01 00:00:00,2029-03-25 00:00:00,2026-07-14 00:00:00
SING,SURF465,SURF465.S,SURF465.S,SUR,SNI,RCB,0,1825,P,IN30,104,0,B01,600013,"",13,KG,0,$299,$0,$0,$0,600013,600013,2023-11-02 00:00:00,2027-03-11 00:00:00,2026-07-14 00:00:00
SING,SURF465,SURF465.S,SURF465.S,SUR,SNI,RCB,0,1825,P,IN30,104,0,B01,600013,"",13,KG,0,$299,$0,$0,$0,600013,UR22217232,2022-06-07 00:00:00,2027-03-11 00:00:00,2026-07-14 00:00:00
CINC,SW4610,SW4610,SW4610,SYN,WMI,REC,0,1825,P,IN30,14,21,D0309A10,618550,"",167,LB,0,$262,$0,$0,$0,618550,0000351549,2026-04-15 00:00:00,2026-11-15 00:00:00,2026-07-14 00:00:00
AUBA,SW4610,SW4610.E,SW4610.E,SYN,WMI,REC,0,365,P,IN30,30,0,ACD13,614842,"",340,KG,0,$935,$0,$0,$0,614842,0000395833,2025-07-02 00:00:00,2028-06-07 00:00:00,2026-07-14 00:00:00
SING,SW5203,SW5203.S,SW5203.S,SYN,WPA,REC,0,730,P,IN30,104,18,INCOMING,27001267,"",1540,KG,0,$2880,$0,$0,$0,27001267,0000470102,2026-06-02 00:00:00,2031-02-10 00:00:00,2026-07-14 00:00:00
SNG4,SW5203,SW5203.S,SW5203.S,SYN,WPA,REC,6000,730,P,IN30,104,18,"",27001267,"",14000,KG,0,$26180,$0,$0,$0,27001267,0000470102,2026-06-02 00:00:00,2031-02-10 00:00:00,2026-07-14 00:00:00
SING,SX105,SX105.S,SX105.S,SYN,FIS,RRC,10000,720,P,IN30,74,18,INCOMING,619433,"",620,KG,0,$1427,$0,$0,$0,619433,2025/128/2,2026-06-24 00:00:00,2035-08-02 00:00:00,2026-07-14 00:00:00
SING,SX105,SX105.S,SX105.S,SYN,FIS,RRC,10000,720,P,IN30,74,18,INCOMING,619434,"",28,KG,0,$65,$0,$0,$0,619434,2025/128/3,2026-06-24 00:00:00,2035-08-02 00:00:00,2026-07-14 00:00:00
SING,SX105,SX105.S,SX105.S,SYN,FIS,RRC,10000,720,P,IN30,74,18,INCOMING,619478,"",852,KG,0,$1960,$0,$0,$0,619478,2025/128/3,2026-06-26 00:00:00,2035-08-02 00:00:00,2026-07-14 00:00:00
SING,SX60S,SX60S.S,SX60S.S,SYN,FIS,RCB,2000,730,P,IN30,90,18,INCOMING,619477,"",604,KG,0,$1124,$0,$0,$0,619477,2025/665S,2026-06-26 00:00:00,2030-12-23 00:00:00,2026-07-14 00:00:00
CINC,SYNCF,SYNCF,SYNCF,ADD,ADD,REC,0,1825,P,IN30,1,35,D0211,617835,"",9,LB,0,$28,$0,$0,$0,617835,264393,2026-02-27 00:00:00,2031-02-10 00:00:00,2026-07-14 00:00:00
CINC,SYNCF,SYNCF,SYNCF,ADD,ADD,REC,0,1825,P,IN30,1,35,D0211,618592,"",5,LB,0,$15,$0,$0,$0,618592,264393,2026-04-17 00:00:00,2031-02-10 00:00:00,2026-07-14 00:00:00
CINC,SYNCF,SYNCF,SYNCF,ADD,ADD,REC,0,1825,P,IN30,1,35,D0211,618778,"",13,LB,0,$40,$0,$0,$0,618778,265186,2026-04-30 00:00:00,2031-04-20 00:00:00,2026-07-14 00:00:00
CINC,SYNCF,SYNCF,SYNCF,ADD,ADD,REC,0,1825,P,IN30,1,35,D0211,618779,"",3,LB,0,$9,$0,$0,$0,618779,264393,2026-04-30 00:00:00,2031-02-09 00:00:00,2026-07-14 00:00:00
